2000-01-25,2000-02-25,2000-03-25,2000-04-25,2000-05-25,2000-06-25,2000-07-25,2000-08-25,2000-09-25,2000-10-25,2000-11-25,2000-12-25,2001-01-25,2001-02-25,2001-03-25,2001-04-25,2001-05-25,2001-06-25,2001-07-25,2001-08-25,2001-09-25,2001-10-25,2001-11-25,2001-12-25,2002-01-25,2002-02-25,2002-03-25,2002-04-25,2002-05-25,2002-06-25,2002-07-25,2002-08-25,2002-09-25,2002-10-25,2002-11-25,2002-12-25,2003-01-25,2003-02-25,2003-03-25,2003-04-25,2003-05-25,2003-06-25,2003-07-25,2003-08-25,2003-09-25,2003-10-25,2003-11-25,2003-12-25,2004-01-25,2004-02-25,2004-03-25,2004-04-25,2004-05-25,2004-06-25,2004-07-25,2004-08-25,2004-09-25,2004-10-25,2004-11-25,2004-12-25,2005-01-25,2005-02-25,2005-03-25,2005-04-25,2005-05-25,2005-06-25,2005-07-25,2005-08-25,2005-09-25,2005-10-25,2005-11-25,2005-12-25,2006-01-25,2006-02-25,2006-03-25,2006-04-25,2006-05-25,2006-06-25,2006-07-25,2006-08-25,2006-09-25,2006-10-25,2006-11-25,2006-12-25,2007-01-25,2007-02-25,2007-03-25,2007-04-25,2007-05-25,2007-06-25,2007-07-25,2007-08-25,2007-09-25,2007-10-25,2007-11-25,2007-12-25,2008-01-25,2008-02-25,2008-03-25,2008-04-25,2008-05-25,2008-06-25,2008-07-25,2008-08-25,2008-09-25,2008-10-25,2008-11-25,2008-12-25,2009-01-25,2009-02-25,2009-03-25,2009-04-25,2009-05-25,2009-06-25,2009-07-25,2009-08-25,2009-09-25,2009-10-25,2009-11-25,2009-12-25,2010-01-25,2010-02-25,2010-03-25,2010-04-25,2010-05-25,2010-06-25,2010-07-25,2010-08-25,2010-09-25,2010-10-25,2010-11-25,2010-12-25,2011-01-25,2011-02-25,2011-03-25,2011-04-25,2011-05-25,2011-06-25,2011-07-25,2011-08-25,2011-09-25,2011-10-25,2011-11-25,2011-12-25,2012-01-25,2012-02-25,2012-03-25,2012-04-25,2012-05-25,2012-06-25,2012-07-25,2012-08-25,2012-09-25,2012-10-25,2012-11-25,2012-12-25,2013-01-25,2013-02-25,2013-03-25,2013-04-25,2013-05-25,2013-06-25,2013-07-25,2013-08-25,2013-09-25,2013-10-25,2013-11-25,2013-12-25,2014-01-25,2014-02-25,2014-03-25,2014-04-25,2014-05-25,2014-06-25,2014-07-25,2014-08-25,2014-09-25,2014-10-25,2014-11-25,2014-12-25,2015-01-25,2015-02-25,2015-03-25,2015-04-25,2015-05-25,2015-06-25,2015-07-25,2015-08-25,2015-09-25,2015-10-25,2015-11-25,2015-12-25,2016-01-25,2016-02-25,2016-03-25,2016-04-25,2016-05-25,2016-06-25,2016-07-25,2016-08-25,2016-09-25,2016-10-25,2016-11-25,2016-12-25,2017-01-25,2017-02-25,2017-03-25,2017-04-25,2017-05-25,2017-06-25,2017-07-25,2017-08-25,2017-09-25,2017-10-25,2017-11-25,2017-12-25,2018-01-25,2018-02-25,2018-03-25,2018-04-25,2018-05-25,2018-06-25,2018-07-25,2018-08-25,2018-09-25,2018-10-25,2018-11-25,2018-12-25,2019-01-25,2019-02-25,2019-03-25,2019-04-25,2019-05-25,2019-06-25,2019-07-25,2019-08-25,2019-09-25,2019-10-25,2019-11-25,2019-12-25,2020-01-25,2020-02-25,2020-03-25,2020-04-25,2020-05-25,2020-06-25,2020-07-25,2020-08-25,2020-09-25,2020-10-25,2020-11-25,2020-12-25,2021-01-25,2021-02-25,2021-03-25,2021-04-25,2021-05-25,2021-06-25
529.0,670.0,700.0,605.0,720.0,685.0,700.0,700.0,585.0,490.0,450.0,500.0,485.0,484.0,469.0,397.0,386.5,325.0,275.0,273.0,189.0,251.0,268.0,266.5,310.0,326.5,421.0,440.0,499.0,475.0,418.0,397.0,360.0,433.0,447.5,416.0,444.0,460.0,435.0,474.5,537.0,529.0,636.0,664.0,688.0,754.0,759.0,776.0,760.0,719.0,703.0,680.0,722.0,684.0,689.0,692.0,685.0,763.0,761.0,796.5,840.5,859.0,862.0,805.0,876.5,880.5,968.0,975.0,998.5,950.0,1065.0,1108.0,1199.0,1212.0,1208.0,1227.0,1212.0,1160.0,1136.0,1125.0,1259.0,1321.0,1279.0,1358.0,1364.0,1378.0,1451.0,1543.0,1595.0,1452.0,1460.0,1444.0,1330.0,1518.0,1407.0,1349.0,1397.0,1410.0,1428.0,1465.0,1566.0,1462.0,1482.0,1415.0,1308.0,1139.0,1030.0,1100.0,1230.0,1060.0,1195.0,1287.0,1331.0,1346.0,1262.0,1309.0,1395.0,1375.0,1288.0,1351.0,1371.0,1438.0,1454.0,1403.0,1450.0,1462.0,1463.0,1470.0,1588.0,1575.0,1643.0,1569.0,1536.0,1617.0,1635.0,1717.0,1690.0,1596.0,1536.0,1500.0,1390.0,1510.0,1539.0,1555.0,1652.0,1695.0,1756.0,1753.0,1751.0,1775.0,1956.0,1926.0,1932.0,1972.0,2079.0,2026.0,2168.0,2382.0,2328.0,2247.0,2162.0,2029.0,2095.0,2119.0,2159.0,2126.0,2043.0,2052.0,2053.0,2179.0,2179.0,2195.0,2245.0,2125.0,1987.0,2037.0,1981.0,2112.0,2090.0,2045.0,1750.0,1929.0,1860.0,1820.0,1806.0,1706.0,1845.0,1706.0,1700.0,1884.0,1968.0,1911.0,1983.0,2018.0,2032.0,2111.0,2121.0,2226.0,2145.0,2161.0,2175.0,2006.0,2043.0,2072.0,2092.0,2135.0,2137.0,2239.0,2305.0,2322.0,2138.0,2143.0,2323.0,2464.0,2432.0,2541.0,2503.0,2407.0,2348.0,2417.0,2549.0,2642.0,2586.0,2553.0,2584.0,2392.0,2366.0,2210.0,2395.0,2545.0,2479.0,2689.0,2535.0,2487.0,2460.0,2430.0,2474.0,2568.0,2602.0,2651.0,2791.0,2398.0,2242.0,2185.0,2255.0,2315.0,2391.0,2338.0,2469.0,2291.0,2589.0,2670.0,2709.0,2595.0,2681.0,2700.0,2803.0,2866.0
9.333333,9.183333,9.033333,8.883333,9.55,9.1,9.333333,8.6,8.383333,8.0,7.258333,7.75,8.058333,8.333333,7.725,8.216666,8.333333,7.725,6.666666,6.25,5.316666,5.641666,5.741666,6.166666,6.0,5.95,5.916666,6.583333,6.933333,6.65,5.933333,6.325,5.5,5.833333,6.0,5.95,5.725,5.633333,6.1,6.633333,6.741666,7.075,7.416666,7.883333,8.166666,8.5,8.75,8.9,9.65,10.25,10.333333,10.166666,10.483333,11.483333,11.15,11.416666,12.0,12.283333,11.225,11.366666,12.733333,13.666666,14.866666,14.466666,13.066666,13.325,14.2,16.1,16.433332,15.3,16.583332,18.166666,20.799999,21.5,22.333332,24.166666,22.833332,22.666666,23.616667,25.716665,26.25,27.0,28.683332,31.5,35.0,34.083332,34.416664,39.433334,40.549999,41.666664,38.549999,40.583332,37.799999,38.166664,35.150002,35.599998,28.0,32.299999,32.5,30.0,29.799999,26.799999,22.666666,23.35,20.966665,15.166666,14.166666,15.0,15.25,13.3,14.083333,17.333332,18.333332,20.1,21.316666,22.4,23.316666,23.233334,25.166666,26.916666,27.183332,25.066666,29.666666,31.983334,30.0,32.0,32.683334,29.733334,30.216665,32.5,33.333332,34.183334,34.516666,33.166664,36.866665,36.799999,36.233334,33.783333,30.766666,30.333332,26.933332,28.783333,28.433332,29.5,31.666666,32.833332,32.566666,32.049999,29.25,30.466665,30.416666,30.75,31.966665,32.383331,33.916664,35.166664,38.266666,38.766666,38.433334,37.416664,39.433334,40.766666,43.016666,42.466667,43.933334,47.683334,49.616665,52.849998,49.799999,54.066666,60.266666,59.316666,59.150002,60.433334,59.0,57.833332,55.200001,57.166664,61.299999,48.933334,52.533333,56.133331,57.983334,53.766666,53.816666,54.966667,58.383331,53.349998,50.150002,54.066666,58.083332,60.333332,60.950001,63.383331,63.433334,68.050003,71.666664,67.933334,75.766663,78.099998,78.73333,79.266663,82.216667,81.533333,86.416664,94.25,100.166664,105.833336,104.0,102.666664,111.083336,113.333336,120.083336,123.083336,126.666664,129.0,134.416672,129.666672,124.75,120.5,131.166672,137.399994,140.899994,143.699997,142.899994,129.199997,123.699997,124.599998,131.0,135.0,138.699997,156.0,148.899994,166.600006,144.0,142.100006,146.0,169.5,174.050003,181.850006,173.5,171.399994,159.949997,159.699997,164.5,182.350006,200.5,216.600006,226.300003,225.699997,231.899994,241.800003,242.399994,240.199997,270.0,272.399994,289.299988,300.0
165.233994,176.445999,190.707001,181.757004,203.100006,203.985001,230.048004,243.423996,245.882996,234.080994,196.707001,199.164993,194.248001,182.936996,177.528,188.936996,196.018005,177.035995,162.675995,135.0,117.0,126.5,148.75,149.25,134.75,142.75,171.25,156.75,145.75,132.5,125.25,111.75,110.0,120.5,133.5,115.0,113.75,112.5,112.0,114.0,119.0,122.75,126.0,136.0,125.5,142.25,148.25,148.5,169.0,163.0,164.5,172.25,174.5,163.0,163.0,155.75,168.5,160.5,157.100006,166.899994,166.100006,161.300003,164.399994,152.399994,165.0,180.0,184.699997,174.0,178.300003,178.800003,190.0,195.0,207.199997,213.0,218.899994,222.399994,197.699997,206.5,219.0,240.199997,241.600006,245.5,253.75,269.25,295.25,297.75,321.25,348.0,351.0,349.0,366.5,361.75,382.0,370.0,317.0,341.25,289.25,308.5,265.5,280.0,291.75,255.25,245.0,260.0,203.5,180.0,143.0,145.800003,129.899994,131.0,137.5,160.300003,177.0,174.300003,195.300003,228.100006,244.100006,240.5,252.899994,262.399994,279.600006,298.700012,336.200012,317.799988,303.399994,306.5,322.600006,326.799988,369.700012,376.100006,403.0,416.799988,378.600006,395.5,406.100006,425.5,424.299988,423.799988,428.200012,368.0,302.299988,371.600006,353.700012,351.5,387.799988,410.200012,415.5,418.600006,373.5,373.5,388.700012,390.799988,375.200012,385.399994,447.600006,461.200012,499.399994,533.0,552.0,532.5,552.0,517.0,550.0,536.0,582.0,580.5,594.0,589.5,540.5,587.0,554.0,564.5,528.5,535.5,486.899994,497.799988,454.100006,455.600006,477.5,444.200012,366.899994,434.5,412.100006,420.399994,373.200012,364.100006,416.100006,370.299988,361.0,386.899994,361.799988,350.200012,348.399994,347.5,333.100006,327.600006,293.0,283.0,254.100006,253.100006,274.700012,297.700012,298.899994,316.700012,349.5,333.899994,358.700012,398.299988,375.200012,354.100006,383.899994,382.799988,402.799988,391.0,358.700012,397.399994,426.5,399.799988,421.399994,478.5,478.200012,471.100006,444.899994,413.600006,390.299988,340.799988,297.299988,286.700012,285.200012,295.5,287.100006,311.200012,251.699997,279.5,289.799988,268.100006,264.899994,273.0,280.0,270.0,242.699997,221.899994,193.449997,193.149994,191.899994,189.100006,191.0,191.0,214.899994,193.949997,224.199997,241.5,257.0,271.200012,271.899994,279.600006,325.799988,317.100006
441.057587,426.613953,472.009064,470.977692,500.381378,502.960541,655.138794,691.764343,706.724365,721.169434,707.755737,697.439087,701.56604,713.430481,619.028992,608.711548,628.829956,598.394165,557.126038,494.190948,353.877869,332.2117,395.146759,368.837921,322.410706,256.638611,284.753082,276.499176,270.825134,180.034164,122.773842,117.228371,67.448288,71.961807,125.0,107.75,84.400002,78.0,50.0,84.800003,135.75,137.25,161.0,157.25,180.0,226.5,235.0,227.0,241.0,230.5,195.5,177.0,158.0,174.75,149.25,137.0,147.75,153.100006,149.800003,165.5,178.5,177.300003,179.800003,163.699997,164.899994,169.199997,181.699997,175.100006,183.199997,199.399994,210.399994,237.699997,233.0,243.399994,273.0,285.75,281.75,286.5,284.25,297.75,292.5,293.5,295.0,305.25,313.0,310.75,305.0,313.5,329.75,324.0,299.5,286.75,302.0,320.0,318.0,283.0,260.5,262.75,276.0,310.5,293.25,273.0,271.0,201.0,160.899994,104.0,74.349998,72.400002,63.200001,57.5,78.550003,89.349998,89.349998,93.800003,107.099998,119.800003,122.599998,123.400002,123.400002,132.0,135.100006,135.399994,138.5,132.0,124.5,104.0,109.5,105.900002,111.900002,120.5,111.699997,135.199997,150.699997,153.600006,151.800003,157.800003,142.300003,137.899994,117.400002,110.900002,100.900002,108.800003,95.0,86.400002,91.400002,104.300003,107.400002,92.849998,77.849998,89.050003,93.650002,108.400002,111.900002,117.199997,124.0,121.400002,136.800003,153.800003,140.699997,147.0,160.300003,153.600006,166.199997,174.300003,171.199997,180.300003,187.600006,185.199997,195.600006,218.899994,217.0,216.199997,215.300003,210.300003,210.899994,231.399994,228.199997,220.399994,221.399994,236.399994,205.600006,226.300003,240.5,222.699997,225.5,214.100006,228.199997,226.399994,217.399994,236.100006,259.5,271.299988,259.600006,244.0,255.699997,242.100006,257.700012,223.899994,221.5,246.0,251.5,262.0,279.600006,288.200012,299.100006,316.0,323.200012,323.799988,323.100006,323.600006,353.0,343.200012,341.100006,346.799988,330.200012,345.0,349.5,343.0,340.299988,348.5,336.0,345.0,355.700012,351.200012,372.0,380.200012,391.899994,378.600006,409.299988,435.0,438.200012,479.100006,455.700012,483.799988,481.5,469.299988,477.100006,493.200012,495.799988,485.799988,485.399994,438.600006,329.399994,341.899994,337.399994,351.0,332.899994,364.799988,348.5,308.200012,405.799988,412.399994,406.899994,452.299988,464.600006,444.899994,466.399994,461.600006
141.188004,133.804001,144.130997,138.244003,161.992004,165.882996,174.863007,178.406006,164.636002,176.858994,192.723999,193.820999,188.334,175.063004,174.115005,170.373001,173.615997,179.203995,180.550995,166.0,159.0,168.0,166.0,167.0,155.0,153.25,154.75,163.5,159.75,145.5,124.0,106.0,82.849998,102.5,111.0,90.699997,82.650002,73.0,66.300003,88.599998,83.699997,75.050003,86.900002,86.0,83.900002,84.050003,80.300003,83.5,91.5,91.400002,87.300003,85.300003,77.800003,81.349998,74.75,71.699997,71.849998,73.5,76.150002,81.099998,81.300003,85.25,85.650002,78.900002,77.300003,78.800003,82.0,80.800003,85.0,87.050003,97.099998,96.199997,95.050003,93.449997,91.099998,90.5,85.650002,85.449997,88.5,93.900002,95.699997,102.0,102.300003,103.599998,103.400002,104.0,111.0,114.199997,116.599998,111.900002,104.0,101.699997,103.699997,108.699997,83.949997,80.449997,80.400002,84.099998,86.75,86.400002,80.949997,68.050003,65.599998,67.949997,60.700001,47.759998,49.5,50.299999,30.940001,14.53,18.639999,27.48,34.580002,35.939999,41.0,48.82,46.779999,42.02,47.77,49.91,46.509998,48.279999,51.900002,47.360001,47.23,44.709999,47.98,42.099998,43.09,47.299999,46.360001,50.299999,53.950001,56.900002,52.549999,51.549999,50.75,47.209999,44.310001,42.27,42.52,48.23,48.0,47.869999,49.93,53.700001,57.650002,56.900002,56.0,59.549999,61.349998,59.849998,60.450001,64.349998,66.75,65.900002,67.75,74.949997,77.199997,73.949997,70.650002,70.300003,73.699997,71.400002,74.800003,79.699997,80.650002,82.050003,78.400002,82.199997,81.949997,76.849998,79.650002,78.900002,77.449997,75.25,76.150002,77.699997,82.599998,83.650002,83.099998,87.650002,94.099998,83.099998,84.400002,82.75,87.0,83.050003,83.599998,91.900002,98.050003,98.150002,94.800003,88.849998,88.900002,85.099998,89.300003,84.75,81.349998,83.0,87.650002,91.900002,93.599998,96.5,92.099998,89.800003,89.949997,86.599998,88.300003,87.650002,93.25,86.849998,87.699997,93.849998,92.199997,91.25,91.800003,96.5,97.279999,94.660004,85.18,85.699997,90.779999,87.160004,90.599998,90.959999,91.260002,90.120003,95.18,98.82,97.279999,98.059998,95.0,99.239998,96.559998,95.160004,104.099998,103.300003,108.300003,108.699997,109.0,91.639999,74.559998,69.660004,65.120003,73.059998,71.760002,72.639999,68.279999,65.739998,83.019997,83.339996,78.660004,85.440002,92.959999,84.879997,86.400002,85.099998
575.742004,534.47699,626.830994,597.356995,582.619019,555.109009,548.231995,485.35199,416.085999,448.509003,407.734985,414.121002,443.596008,383.173004,383.173004,443.105011,429.841003,420.507996,466.684998,470.61499,456.0,453.5,448.0,430.0,494.0,496.5,430.0,483.5,449.0,433.0,431.5,398.5,409.5,439.0,431.5,400.5,420.0,403.0,415.5,419.5,391.5,385.0,381.0,383.0,385.0,388.5,388.5,408.0,423.5,422.5,416.0,402.5,390.0,414.0,416.0,418.5,433.0,431.25,447.25,448.0,449.5,456.5,438.5,411.5,418.0,418.0,425.5,422.0,423.0,424.5,411.75,414.75,392.75,394.25,422.5,413.75,392.0,402.5,406.0,412.75,416.25,434.5,439.0,461.25,464.5,458.0,439.25,426.5,431.25,418.75,411.5,424.5,442.75,428.25,430.0,442.0,428.5,398.25,340.25,370.0,364.0,340.75,339.0,353.75,331.5,353.0,347.25,339.5,365.75,352.0,319.75,299.0,315.25,333.5,350.75,366.0,370.75,371.25,390.5,396.0,387.700012,369.100006,384.799988,365.799988,368.299988,366.899994,390.0,394.799988,396.299988,411.100006,409.0,411.100006,416.5,410.200012,409.5,396.899994,392.399994,385.5,379.5,361.700012,370.799988,354.700012,344.0,355.899994,363.299988,360.399994,364.899994,338.100006,352.799988,381.200012,391.399994,383.399994,378.0,386.899994,390.200012,393.799988,403.5,426.399994,439.200012,437.799988,409.200012,413.600006,413.5,421.600006,434.600006,463.100006,463.200012,470.899994,498.700012,521.0,543.0,535.0,533.5,515.5,505.0,533.0,542.5,566.5,586.5,522.5,539.5,546.5,564.5,557.0,544.5,524.0,562.0,522.5,486.200012,510.0,507.0,503.0,507.5,489.200012,522.5,486.5,473.600006,482.700012,477.100006,469.899994,461.700012,452.700012,434.5,456.100006,435.0,442.200012,462.100006,434.0,464.399994,462.700012,472.700012,483.600006,496.200012,504.0,519.0,518.5,508.399994,512.0,473.600006,477.0,439.600006,443.200012,465.299988,432.899994,445.399994,461.399994,479.299988,469.700012,476.0,462.100006,487.0,474.700012,479.600006,490.100006,482.5,494.100006,492.299988,504.0,517.599976,512.599976,529.599976,513.599976,520.200012,501.799988,499.799988,495.899994,485.799988,500.0,488.600006,466.299988,480.0,477.100006,485.399994,456.5,507.0,495.299988,506.0,533.200012
31.8734,33.570549,36.178349,34.977951,37.709949,39.572651,39.820999,41.973499,38.0825,41.228451,39.738251,43.794849,48.017052,44.043201,41.311199,43.712051,44.374352,42.635799,39.174999,40.700001,37.799999,37.974998,40.875,41.900002,38.75,39.424999,41.400002,39.049999,40.974998,37.424999,32.650002,35.349998,30.65,35.174999,37.375,33.599998,29.525,28.450001,28.75,32.174999,35.099998,37.674999,40.200001,37.775002,37.049999,41.0,41.625,42.349998,45.125,46.650002,47.049999,46.075001,44.950001,44.125,42.799999,42.450001,43.950001,43.150002,46.049999,47.674999,48.224998,50.450001,50.5,47.599998,48.125,50.0,52.950001,51.299999,55.0,54.75,60.650002,62.549999,69.5,69.650002,71.599998,73.5,68.900002,67.0,66.949997,69.650002,74.800003,74.300003,72.050003,74.050003,77.800003,72.25,72.199997,79.150002,79.900002,73.599998,67.550003,63.0,62.599998,61.950001,57.200001,52.400002,44.32,34.360001,28.860001,35.0,25.1,21.440001,20.379999,24.139999,18.459999,19.35,15.15,14.84,14.64,11.06,10.7,15.95,15.93,13.29,15.61,19.540001,18.969999,17.299999,15.58,16.32,14.03,14.81,17.139999,16.870001,15.53,14.46,17.799999,17.18,16.68,16.66,15.03,15.35,16.93,18.450001,16.48,17.290001,16.34,15.33,13.11,11.67,10.54,11.21,11.18,11.18,12.53,12.65,12.65,11.33,10.95,11.05,10.29,10.68,11.45,13.96,14.5,14.27,15.78,14.83,14.55,16.6,17.01,16.08,18.23,18.02,18.5,17.559999,17.280001,16.92,17.99,18.870001,18.26,18.4,17.98,16.27,15.67,16.459999,16.66,16.700001,17.4,17.09,15.39,16.75,18.32,18.860001,20.219999,19.83,22.25,20.030001,18.01,19.780001,19.75,19.52,16.83,15.34,15.49,16.6,15.36,12.57,13.35,14.22,13.23,14.0,16.17,15.95,15.97,15.47,16.030001,17.0,15.4,16.24,16.82,15.8,16.549999,16.98,16.99,17.940001,18.9,18.07,16.795,16.77,14.85,15.325,16.315001,15.135,15.5,14.09,13.495,12.235,12.85,12.7,12.095,13.665,11.55,11.6,11.095,10.45,11.33,11.64,12.12,12.225,12.0,10.6,9.046,10.34,10.3,10.905,10.695,10.985,10.3,10.645,12.89,12.47,12.875,14.1,14.635,13.925,14.585,14.205
767.0,707.0,838.0,733.0,830.0,806.0,900.0,897.0,799.0,870.0,936.0,977.0,945.0,800.0,570.0,617.0,602.0,614.0,573.0,471.5,330.5,286.335999,321.17099,298.203003,256.095001,252.266998,298.585999,288.632996,278.296997,230.063995,124.028,113.692001,105.271004,139.0,159.75,129.0,132.75,115.0,115.0,143.0,158.0,161.5,170.5,180.0,165.0,171.0,166.5,178.0,182.75,208.0,199.75,205.0,197.25,197.75,181.0,176.75,178.0,170.5,175.399994,189.600006,197.699997,214.100006,209.899994,200.5,207.5,220.800003,229.0,221.699997,220.5,219.899994,268.5,280.0,280.0,310.0,306.25,301.75,275.5,268.0,276.25,280.5,307.25,307.5,311.5,328.0,334.5,349.0,350.75,353.0,374.75,379.25,354.0,345.75,349.25,348.75,329.25,332.5,306.0,328.25,312.75,317.25,305.75,261.5,277.25,288.5,306.0,233.0,236.5,227.0,210.0,166.800003,180.100006,214.199997,198.399994,191.399994,210.0,232.699997,246.5,235.899994,216.399994,227.899994,227.600006,259.0,270.299988,240.199997,236.800003,239.5,243.199997,226.399994,230.300003,240.899994,223.300003,242.199997,257.899994,269.700012,257.100006,243.0,228.100006,212.600006,187.899994,181.800003,191.0,203.800003,200.100006,212.5,221.0,227.800003,242.600006,222.0,198.600006,213.5,217.699997,229.5,234.199997,229.5,236.5,243.399994,261.799988,256.5,264.200012,259.600006,254.199997,245.0,249.100006,231.600006,232.899994,250.899994,252.899994,258.5,263.299988,269.5,271.399994,252.100006,268.700012,267.299988,264.700012,277.0,284.799988,290.799988,302.799988,311.700012,305.399994,304.799988,329.299988,289.600006,299.899994,284.600006,294.299988,265.700012,239.199997,261.299988,270.899994,258.399994,225.800003,212.5,223.300003,214.699997,240.5,239.399994,232.899994,251.399994,250.0,258.899994,266.5,280.399994,283.5,277.299988,267.399994,275.399994,284.700012,279.100006,294.799988,286.899994,295.399994,304.5,297.200012,296.600006,305.899994,312.0,313.399994,317.600006,292.200012,294.100006,304.700012,295.200012,310.200012,313.200012,313.5,293.100006,311.700012,330.0,330.0,324.899994,324.799988,339.899994,346.5,352.200012,382.0,385.5,392.299988,397.100006,400.700012,370.899994,343.399994,307.299988,309.5,334.200012,336.200012,334.0,320.700012,304.0,368.899994,373.5,356.200012,371.5,403.399994,374.700012,375.600006,375.299988
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.860001,32.33,33.799999,26.799999,28.700001,27.42,26.4,27.385000499999997,28.370001,26.25,26.7250005,27.200001,23.43,21.18,19.440001,19.84,19.48,21.85,26.23,27.290001,25.35,26.860001,27.02,28.98,28.099999500000003,27.219999,26.889999,30.1999985,33.509998,36.599998,31.040001,25.799999,29.559999,30.05,30.540001,31.57,29.200001,29.110001,30.41,32.52,33.049999,34.404998500000005,35.759998,37.380001,39.880001,37.049999,43.799999,46.719999,49.639999,51.759998,49.130001,43.450001,48.200001,51.75,55.400002,49.720001,53.1100005,56.5,60.57,68.940002,66.239998,59.759998,57.32,61.040001,61.22500049999999,61.41,66.629997,71.879997,71.290001,73.980003,74.400002,70.260002,62.91,63.020000499999995,63.130001,61.049999,58.139999,61.790001,65.870003,64.94000249999999,64.010002,70.68,72.36000050000001,74.040001,81.660004,94.529999,88.709999,95.980003,91.75,101.839996,101.580002,113.459999,127.349998,125.715,124.080002,115.459999,100.639999,67.809998,54.43,44.599998,41.68,41.68,46.3999995,51.119999,66.309998,69.889999,69.449997,69.959999,70.610001,77.0,78.1800005,79.360001,72.889999,79.660004,83.760002,86.150002,73.970001,75.629997,78.949997,79.459999,79.970001,81.43,84.110001,91.379997,92.190002,96.970001,106.720001,113.93,104.67499900000001,95.419998,95.699997,88.809998,79.199997,93.190002,100.360001,98.830002,102.95000099999999,107.07,103.019997,94.77499800000001,86.529999,84.959999,90.715,96.470001,92.190002,86.239998,88.910004,91.82,97.489998,92.050003,97.230003,93.459999,91.970001,96.559998,105.029999,107.650002,102.0149995,96.379997,92.720001,95.10499949999999,97.489998,102.589996,101.580002,99.739998,102.709999,100.4399985,98.169998,95.959999,91.160004,80.540001,66.150002,53.27,48.240002,48.240002,53.9350015,59.630001,60.299999,59.470001,47.119999,49.200001,45.09,46.59,41.8150005,37.040001,33.619999,33.75,38.34,45.919998,47.125,48.330002,41.599998,44.700001,48.240002,46.860001,49.439999,53.720001,53.8649995,54.009998,50.599998,49.330002,48.32,46.040001,50.169998,47.23,51.669998,54.535,57.400002,60.419998,64.730003,61.639999,64.940002,65.9900015,67.040001,74.150002,71.9750025,69.800003,73.25,65.309998,50.93,45.41,53.790001,57.220001,60.139999,63.91,53.5,58.470001,58.580002,55.099998,54.639999,54.18,55.169998,53.364999499999996,51.560001,44.759998,31.799999,18.84,35.490002,39.27,40.27,42.610001,40.220001,35.790001,42.1550005,48.52,52.200001,61.5,59.16,63.580002,66.32,73.300003
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.600006,271.850006,270.100006,272.0,265.600006,266.799988,257.899994,261.599991,265.299988,270.600006,272.5,274.399994,292.399994,279.5,273.899994,278.700012,282.100006,296.700012,302.600006,308.899994,326.5,313.5,303.200012,312.399994,315.199997,318.0,316.799988,342.549988,368.299988,350.200012,335.899994,339.100006,364.5,359.25,354.0,375.700012,385.399994,384.5,396.799988,415.700012,402.200012,414.75,427.299988,387.0,394.0,392.600006,391.0,404.850006,418.700012,428.5,451.299988,437.5,421.799988,436.5,428.700012,435.0,435.449997,435.899994,429.899994,433.799988,469.0,465.100006,494.600006,517.099976,539.349976,561.599976,581.799988,651.799988,642.5,613.5,634.200012,625.900024,598.599976,622.75,646.900024,635.200012,652.0,669.400024,663.0,662.0,661.0,648.099976,660.549988,673.0,742.799988,792.0,782.200012,834.900024,922.700012,972.099976,916.200012,862.799988,887.299988,900.600006,913.900024,829.299988,874.200012,716.799988,816.200012,883.599976,927.299988,927.299988,909.0,890.700012,978.799988,927.099976,953.700012,951.700012,1008.0,1039.699951,1067.449951,1095.199951,1083.0,1118.300049,1113.300049,1180.099976,1212.199951,1245.5,1181.699951,1244.75,1307.800049,1357.099976,1385.0,1421.099976,1333.800049,1409.300049,1438.900024,1556.0,1529.1500245,1502.300049,1628.300049,1828.5,1620.400024,1724.199951,1745.5,1565.800049,1637.8500365,1709.900024,1669.300049,1615.9500125,1562.599976,1603.5,1644.049988,1684.599976,1771.099976,1717.5,1710.900024,1674.800049,1660.599976,1577.699951,1594.800049,1472.199951,1392.599976,1223.800049,1312.400024,1396.099976,1359.849976,1323.599976,1250.599976,1245.349976,1240.099976,1321.400024,1283.400024,1295.599976,1245.599976,1263.4500125,1281.300049,1285.800049,1210.5,1171.099976,1175.199951,1183.900024,1278.5,1278.5,1230.450012,1182.400024,1189.400024,1171.5,1094.900024,1131.599976,1115.5,1141.5,1100.9000245,1060.300049,1116.400024,1233.900024,1234.199951,1289.199951,1303.7999875,1318.400024,1349.0,1306.900024,1313.300049,1271.5,1170.800049,1150.0,1201.299988,1252.599976,1247.300049,1266.099976,1272.0,1240.699951,1266.599976,1316.199951,1281.5,1277.3499755,1273.199951,1306.300049,1339.0,1315.5,1322.800049,1311.4500125,1300.099976,1251.300049,1225.800049,1200.300049,1191.5,1212.300049,1220.199951,1278.300049,1319.699951,1312.800049,1293.0,1282.800049,1305.800049,1409.699951,1426.099976,1519.099976,1515.25,1511.400024,1465.599976,1524.25,1582.900024,1564.099976,1624.1499635,1684.199951,1736.900024,1793.0,1962.800049,1967.599976,1887.5,1877.400024,1885.25,1893.099976,1847.300049,1728.099976,1713.800049,1767.300049,1902.5,1775.599976
