2000-01-25,2000-02-25,2000-03-25,2000-04-25,2000-05-25,2000-06-25,2000-07-25,2000-08-25,2000-09-25,2000-10-25,2000-11-25,2000-12-25,2001-01-25,2001-02-25,2001-03-25,2001-04-25,2001-05-25,2001-06-25,2001-07-25,2001-08-25,2001-09-25,2001-10-25,2001-11-25,2001-12-25,2002-01-25,2002-02-25,2002-03-25,2002-04-25,2002-05-25,2002-06-25,2002-07-25,2002-08-25,2002-09-25,2002-10-25,2002-11-25,2002-12-25,2003-01-25,2003-02-25,2003-03-25,2003-04-25,2003-05-25,2003-06-25,2003-07-25,2003-08-25,2003-09-25,2003-10-25,2003-11-25,2003-12-25,2004-01-25,2004-02-25,2004-03-25,2004-04-25,2004-05-25,2004-06-25,2004-07-25,2004-08-25,2004-09-25,2004-10-25,2004-11-25,2004-12-25,2005-01-25,2005-02-25,2005-03-25,2005-04-25,2005-05-25,2005-06-25,2005-07-25,2005-08-25,2005-09-25,2005-10-25,2005-11-25,2005-12-25,2006-01-25,2006-02-25,2006-03-25,2006-04-25,2006-05-25,2006-06-25,2006-07-25,2006-08-25,2006-09-25,2006-10-25,2006-11-25,2006-12-25,2007-01-25,2007-02-25,2007-03-25,2007-04-25,2007-05-25,2007-06-25,2007-07-25,2007-08-25,2007-09-25,2007-10-25,2007-11-25,2007-12-25,2008-01-25,2008-02-25,2008-03-25,2008-04-25,2008-05-25,2008-06-25,2008-07-25,2008-08-25,2008-09-25,2008-10-25,2008-11-25,2008-12-25,2009-01-25,2009-02-25,2009-03-25,2009-04-25,2009-05-25,2009-06-25,2009-07-25,2009-08-25,2009-09-25,2009-10-25,2009-11-25,2009-12-25,2010-01-25,2010-02-25,2010-03-25,2010-04-25,2010-05-25,2010-06-25,2010-07-25,2010-08-25,2010-09-25,2010-10-25,2010-11-25,2010-12-25,2011-01-25,2011-02-25,2011-03-25,2011-04-25,2011-05-25,2011-06-25,2011-07-25,2011-08-25,2011-09-25,2011-10-25,2011-11-25,2011-12-25,2012-01-25,2012-02-25,2012-03-25,2012-04-25,2012-05-25,2012-06-25,2012-07-25,2012-08-25,2012-09-25,2012-10-25,2012-11-25,2012-12-25,2013-01-25,2013-02-25,2013-03-25,2013-04-25,2013-05-25,2013-06-25,2013-07-25,2013-08-25,2013-09-25,2013-10-25,2013-11-25,2013-12-25,2014-01-25,2014-02-25,2014-03-25,2014-04-25,2014-05-25,2014-06-25,2014-07-25,2014-08-25,2014-09-25,2014-10-25,2014-11-25,2014-12-25,2015-01-25,2015-02-25,2015-03-25,2015-04-25,2015-05-25,2015-06-25,2015-07-25,2015-08-25,2015-09-25,2015-10-25,2015-11-25,2015-12-25,2016-01-25,2016-02-25,2016-03-25,2016-04-25,2016-05-25,2016-06-25,2016-07-25,2016-08-25,2016-09-25,2016-10-25,2016-11-25,2016-12-25,2017-01-25,2017-02-25,2017-03-25,2017-04-25,2017-05-25,2017-06-25,2017-07-25,2017-08-25,2017-09-25,2017-10-25,2017-11-25,2017-12-25,2018-01-25,2018-02-25,2018-03-25,2018-04-25,2018-05-25,2018-06-25,2018-07-25,2018-08-25,2018-09-25,2018-10-25,2018-11-25,2018-12-25,2019-01-25,2019-02-25,2019-03-25,2019-04-25,2019-05-25,2019-06-25,2019-07-25,2019-08-25,2019-09-25,2019-10-25,2019-11-25,2019-12-25,2020-01-25,2020-02-25,2020-03-25,2020-04-25,2020-05-25,2020-06-25,2020-07-25,2020-08-25,2020-09-25,2020-10-25,2020-11-25,2020-12-25,2021-01-25,2021-02-25,2021-03-25,2021-04-25,2021-05-25,2021-06-25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.15,15.15,11.05,10.35,7.31,8.4,10.6,9.41,8.65,7.33,7.8,8.95,9.05,9.0,5.52,5.5,3.4,1.36,3.4,2.87,2.85,2.12,2.41,3.05,3.13,3.38,4.24,5.72,5.54,5.8,6.24,5.08,5.83,6.15,5.98,5.74,5.67,5.55,5.52,5.75,6.12,5.79,6.18,5.66,5.51,6.09,6.2,6.3,6.55,6.47,6.81,7.29,7.36,7.79,8.75,9.72,10.92,12.05,12.55,14.22,12.62,12.96,12.93,13.34,13.18,14.92,16.280001,17.98,17.809999,16.709999,17.18,19.959999,21.469999,22.6,24.07,24.66,26.23,30.219999,29.379999,28.799999,25.02,25.040001,26.92,30.67,32.48,28.32,26.219999,24.57,19.4,13.15,12.93,15.01,13.05,12.05,13.94,14.22,16.459999,15.78,18.280001,19.17,20.040001,18.530001,18.360001,19.1,18.030001,20.26,21.84,19.16,17.01,17.280001,20.18,19.370001,21.120001,20.690001,19.360001,22.450001,23.67,24.51,24.190001,27.49,26.9,25.950001,23.940001,21.27,17.08,18.809999,18.969999,18.83,20.83,20.49,20.41,18.870001,15.81,16.32,17.35,17.32,18.700001,18.059999,19.42,20.790001,21.41,22.719999,22.76,22.57,21.790001,21.66,22.040001,21.41,23.59,25.469999,25.549999,26.559999,24.84,25.48,25.790001,23.92,23.74,23.02,23.0,22.77,22.41,21.940001,22.42,21.15,19.139999,21.389999,21.17,21.77,21.84,20.879999,20.280001,19.309999,17.67,18.879999,18.82,17.73,17.299999,17.799999,19.42,21.110001,20.780001,19.83,21.25,21.67,22.51,20.65,20.43,21.07,23.82,22.549999,23.4,24.6,25.129999,24.9,23.5,23.18,24.75,26.129999,25.74,26.82,27.870001,24.290001,23.74,23.27,22.74,21.77,23.02,23.51,23.629999,20.059999,20.280001,19.01,19.15,19.709999,18.870001,20.66,18.18,20.030001,18.799999,19.02,19.67,20.99,21.83,24.09,23.17,21.639999,17.26,18.76,19.66,22.559999,24.99,25.5,25.450001,24.290001,26.34,27.959999,29.51,28.780001,30.469999,32.43,34.139999,33.84
63.108727,59.101833,73.682541,69.341675,70.120857,72.23558,79.804161,81.028557,71.901695,75.018173,67.338272,68.562576,77.466782,69.341675,68.006042,72.013023,72.346909,65.779991,65.112221,64.955116,51.726063,54.655682,58.134602,64.817795,60.194489,53.923275,58.363476,52.870445,52.961994,43.257637,32.500446,31.951143,26.458111,25.817257,31.951143,27.465166,26.870087,23.116514,21.51438,29.662378,32.225796,32.637772,39.504063,40.053368,38.680107,43.074535,39.275188,41.426624,43.532288,42.296356,40.190693,41.838604,39.412514,40.739998,37.581501,36.162468,36.482895,37.489952,40.694221,43.761166,43.806938,46.370354,47.011208,45.683727,45.775276,46.278805,49.437298,49.757725,52.458466,52.138039,58.63813,61.338871,68.342491,66.557251,66.969231,71.317879,64.405815,62.620579,63.124107,62.849457,66.236824,68.662918,72.55381,78.046844,80.427162,77.360214,79.832085,87.385002,85.279343,79.969406,73.24044,72.27916,70.768578,71.317879,62.391701,62.345928,55.662735,47.606285,46.278805,52.824669,48.613342,42.93721,48.292915,46.82811,45.683727,39.751251,32.646927,26.091908,27.318686,26.476419,31.731421,40.831547,43.559753,45.409073,46.233028,49.391521,52.641567,50.764782,47.606285,46.873882,42.616783,43.669613,49.757725,45.500626,41.106197,37.462486,43.431583,40.822392,38.451233,37.215302,33.910324,34.487095,38.64349,39.348427,35.732182,35.988522,33.52581,29.937031,26.055286,21.111557,21.972132,23.436941,20.104502,20.205208,21.862272,22.255939,23.555958,19.875626,16.854456,15.801625,15.252322,16.881922,18.246025,19.765764,20.086191,20.379152,24.627098,22.988344,22.805243,24.17738,26.962748,23.49276,25.499725,25.152727,25.902994,26.475075,25.30278,25.574753,25.696671,25.978022,26.812695,26.174967,24.96516,23.783487,23.20203,24.271162,24.824484,23.989813,24.214891,23.520893,18.240885,21.823414,24.552511,23.258301,23.361462,24.102352,26.709532,24.336809,21.964088,23.14576,21.344036,20.929121,17.368565,12.968529,13.132565,14.058889,13.142214,9.948328,10.758861,12.360629,12.264137,13.335198,13.045722,14.097485,14.464155,14.618542,14.377312,14.599244,13.3,13.86,14.88,14.1,15.33,15.73,16.66,17.4,17.959999,17.559999,15.99,16.795,15.02,14.95,15.97,14.515,14.75,13.22,11.78,10.8,12.015,12.345,11.605,13.6,11.39,11.705,12.03,11.565,12.235,12.23,13.105,13.105,12.215,10.81,8.0,8.726,8.768,9.798,9.714,9.934,9.244,8.624,11.48,11.4,11.755,13.125,9.902,9.546,9.8,9.374
54.799999,51.0,53.799999,55.900002,54.200001,54.5,49.799999,52.299999,50.200001,43.0,46.75,45.599998,44.799999,47.200001,46.900002,45.400002,43.75,40.5,38.099998,40.700001,32.0,32.5,37.900002,37.150002,35.299999,36.299999,43.450001,42.950001,44.5,42.0,41.75,42.0,40.200001,40.849998,42.450001,40.5,40.0,36.299999,42.349998,42.700001,45.5,41.849998,44.349998,48.0,49.5,55.0,56.400002,60.799999,67.900002,64.599998,69.599998,78.800003,80.5,83.5,86.0,90.199997,97.0,78.0,80.400002,83.199997,88.5,93.0,87.599998,80.0,82.0,82.0,86.650002,92.25,94.199997,89.300003,97.0,104.0,116.300003,119.099998,124.5,144.699997,132.600006,141.399994,137.600006,143.399994,152.399994,162.100006,173.800003,187.800003,210.100006,201.399994,187.0,215.699997,214.0,209.0,197.600006,178.0,152.300003,156.100006,155.800003,155.5,149.0,154.0,148.0,160.100006,176.800003,150.5,133.800003,160.5,136.399994,120.0,111.599998,113.099998,112.599998,105.300003,102.300003,122.5,130.800003,133.600006,149.100006,162.899994,159.199997,170.199997,173.199997,183.5,187.699997,183.899994,188.699997,191.600006,175.0,168.5,170.300003,163.600006,175.0,188.5,202.699997,216.199997,199.199997,200.5,200.0,202.5,205.699997,199.199997,186.199997,168.899994,168.699997,180.5,174.5,181.0,190.100006,194.199997,188.899994,191.899994,188.0,186.699997,192.0,201.300003,204.5,192.0,195.800003,201.399994,212.800003,226.600006,233.699997,227.100006,239.199997,234.300003,248.100006,226.399994,244.199997,271.299988,266.299988,270.5,263.200012,276.600006,289.5,293.299988,296.5,311.299988,305.600006,311.5,308.799988,327.799988,336.600006,338.399994,315.200012,339.600006,365.0,333.299988,338.0,311.700012,334.5,307.299988,297.700012,319.299988,344.100006,340.200012,361.799988,361.299988,359.299988,368.299988,380.0,368.0,374.0,429.0,425.399994,418.700012,402.5,408.200012,421.600006,434.600006,431.799988,453.200012,453.399994,447.200012,465.200012,438.100006,458.100006,451.600006,427.799988,429.100006,441.0,428.200012,422.399994,424.600006,425.799988,425.899994,441.700012,440.799988,455.200012,394.299988,389.200012,382.299988,388.100006,398.399994,407.799988,427.299988,441.899994,456.0,459.5,450.100006,476.600006,500.600006,536.799988,543.200012,509.200012,479.0,426.0,433.100006,467.299988,474.200012,503.200012,520.599976,545.799988,522.0,547.0,554.200012,545.599976,536.200012,601.599976,600.400024,650.599976,690.599976
0.0,83.582733,88.800507,83.090492,84.173424,496.5,486.5,466.0,447.5,425.5,433.0,428.5,448.0,460.0,438.0,458.0,483.5,498.5,491.0,512.0,487.0,500.0,505.0,506.0,543.0,560.0,540.0,604.0,613.0,600.0,595.0,629.0,660.0,618.0,617.0,620.0,571.0,556.0,516.0,525.0,515.0,570.0,561.0,580.0,559.0,602.0,591.0,642.0,657.0,650.0,647.0,645.0,670.0,725.0,733.0,785.0,759.0,748.5,754.0,749.0,750.0,783.0,768.0,750.0,743.5,745.5,773.0,802.5,829.0,831.0,837.5,890.5,909.5,939.5,1002.0,1041.0,986.5,962.5,1016.0,992.5,1001.0,1030.0,1073.0,1128.0,1122.0,1084.0,1124.0,1137.0,1165.0,1210.0,1134.0,1091.0,1076.0,1138.0,1087.0,1091.0,1060.0,1049.0,982.5,1052.0,1010.0,913.0,856.5,918.0,930.5,789.0,794.5,830.5,787.5,676.5,590.0,727.0,699.5,665.5,714.5,761.0,777.0,762.0,795.0,826.5,869.5,882.5,925.0,942.0,907.5,921.5,960.0,970.0,1004.0,1014.0,1006.0,1009.0,935.0,926.0,923.5,962.0,939.5,889.5,863.5,779.0,711.0,802.0,848.0,895.0,859.5,854.5,870.0,881.0,900.5,929.5,950.5,901.0,892.5,932.0,930.5,963.0,1012.0,1120.0,1166.0,1196.0,1239.0,1219.0,1289.0,1253.0,1321.0,1288.0,1279.0,1274.0,1342.0,1380.0,1367.0,1387.0,1468.0,1479.0,1491.0,1524.0,1528.0,1603.0,1722.0,1793.0,1681.0,1831.0,1762.0,1762.0,1722.0,1618.0,1800.0,1665.0,1585.0,1770.0,1857.0,1823.0,1907.0,1875.0,1886.0,1890.0,1905.0,1956.0,1992.0,2033.0,1977.0,1915.0,1812.0,1866.0,1779.0,1824.0,1804.0,1917.0,1987.0,1918.0,1925.0,1960.0,2107.0,2228.0,2238.0,2252.0,2240.0,2157.0,2176.0,2219.0,2195.0,2252.0,2323.0,2358.0,2413.0,2444.0,2460.0,2276.0,2408.0,2497.0,2549.0,2639.0,2651.0,2756.0,2646.0,2676.0,2784.0,2897.0,2939.0,3031.0,3180.0,3006.0,2995.0,3233.0,3447.0,3528.0,3761.0,3790.0,3970.0,3736.0,3704.0,3730.0,3596.0,3427.0,3642.0,3824.0,4013.0,4336.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.683121,73.227707,74.096741,59.460346,59.460346,65.13195,66.412636,68.42514,66.778542,72.267189,68.653831,70.11747,61.884499,52.142151,50.404079,40.341557,40.158604,50.99868,43.634747,39.792694,38.191837,39.563999,46.196114,40.25008,45.784466,52.142151,50.769989,48.666008,51.410332,51.547546,45.098385,59.094437,60.237904,61.975979,61.244156,59.734779,62.296146,61.244156,62.067455,60.237904,58.54557,59.734779,62.66206,67.922012,70.529121,67.28167,66.138199,69.431389,71.352417,72.907532,74.279694,78.62487,73.364922,78.076012,81.872322,88.50444,94.587692,94.953598,95.136559,87.452446,85.714378,87.864098,91.203026,93.48996,97.972359,98.338264,102.180321,112.700226,110.779198,111.328064,119.195129,123.951958,121.482063,117.914429,119.469566,117.640015,120.750244,111.41954,110.962158,95.685417,97.880875,95.410988,93.21553,89.190521,75.697594,68.379402,72.587364,74.096741,60.146427,49.260609,55.160908,42.939518,35.676208,37.121552,53.468575,51.318851,56.441589,61.809525,68.0,67.714287,62.42857,68.85714,77.095238,69.809525,67.666664,74.85714,77.0,69.85714,69.380951,66.285713,58.190475,60.095238,58.42857,61.571426,67.285713,62.952381,64.952377,65.904762,71.714287,64.666664,60.42857,51.619045,48.523808,46.380951,53.333332,48.42857,47.857143,49.952381,56.190475,56.095238,53.809525,49.142857,49.857143,54.952381,55.761906,57.047619,60.523808,60.476189,63.714287,67.476189,72.14286,72.047623,69.0,71.14286,62.714287,63.714287,60.142857,64.095238,64.380951,62.619045,63.571426,62.857143,68.0,69.714287,76.761902,74.809525,74.238098,69.428574,69.523811,66.333336,64.904762,67.952377,67.952377,61.380951,70.047623,69.190475,72.0,70.619049,65.714287,64.095238,58.571426,51.049999,55.75,55.0,50.299999,42.919998,39.57,45.23,48.57,44.700001,40.540001,46.119999,52.150002,52.5,52.849998,53.849998,53.650002,52.900002,57.150002,59.200001,56.400002,58.150002,54.900002,57.849998,56.349998,56.599998,56.349998,53.799999,54.950001,57.0,55.380001,52.299999,55.360001,50.439999,48.380001,50.639999,47.200001,48.450001,46.650002,44.790001,40.5,46.630001,49.400002,49.310001,52.380001,48.07,47.669998,48.950001,46.77,49.119999,50.880001,51.560001,53.700001,49.099998,44.709999,35.360001,40.040001,39.740002,41.509998,43.009998,42.900002,41.990002,39.349998,47.66,48.619999,48.25,50.16,55.540001,56.299999,53.459999,55.98
89.386948,78.641983,83.551323,78.178841,79.197762,78.734612,78.734612,78.549355,75.863113,79.846161,85.774414,87.256477,92.814217,96.889893,91.702667,94.481537,96.797264,97.167778,95.222565,94.574165,85.218643,87.07122,95.407829,100.502419,99.112984,99.576126,103.559174,108.14431,109.996887,106.5233,88.460655,88.738541,77.437805,83.134491,83.78289,77.808327,73.640022,71.509552,70.953781,76.279945,58.958332,57.429955,61.783516,63.636093,57.337326,60.671967,57.429955,65.859192,60.20882,59.236217,59.884621,57.985725,56.688923,58.773071,52.381676,52.057472,52.289047,54.187939,57.059437,59.282532,67.804398,67.202309,67.804398,66.368645,70.583267,65.720245,65.905502,66.276016,70.768524,68.823318,69.008575,74.473679,74.566315,78.873558,82.763977,81.513481,77.067291,77.66938,77.391495,74.38105,80.216675,88.923798,92.721588,97.538292,109.024284,100.502419,108.19062,109.950577,112.173668,104.300209,105.782272,109.765312,117.638779,124.956451,122.455482,127.272179,127.457458,127.827965,121.99234,131.162613,133.75621,131.255234,141.351791,144.315918,129.310028,88.923798,92.582642,90.35955,98.279327,104.207581,104.207581,97.445663,102.07711,99.946648,98.094063,96.334114,104.670723,74.056854,72.019012,67.619141,70.073807,78.364098,79.660904,78.271469,70.39801,66.924423,74.936829,78.039894,77.762009,79.79985,71.741127,69.425407,68.869629,72.806358,71.370613,68.823318,68.26754,60.949856,62.292973,49.139664,50.945927,54.280567,51.686958,51.409073,46.027328,43.544872,43.220673,37.913033,31.975515,36.477283,40.904945,40.951263,45.564182,43.730129,41.358829,45.721653,49.64912,54.234253,57.059437,59.977249,66.183388,65.905502,65.95182,61.042484,68.545425,75.122086,78.225159,78.364098,84.431297,86.144928,83.505005,85.172325,89.155373,89.386948,93.555244,97.353035,106.893814,98.094063,105.226494,103.929688,101.150826,108.839027,112.544182,123.289146,122.270226,115.693565,129.773163,122.825996,118.379807,134.497253,150.614685,151.077835,144.779068,140.796021,150.707321,147.835815,158.951294,149.317886,169.233109,172.66037,171.919342,173.030899,168.214188,163.304855,167.565781,171.363571,175.43924,188.499924,200.600006,207.300003,230.0,242.800003,254.0,265.0,257.100006,263.299988,258.899994,240.800003,225.199997,244.199997,263.700012,263.5,305.299988,311.899994,335.0,316.700012,322.899994,254.699997,261.899994,277.5,309.100006,314.700012,308.399994,329.399994,341.299988,349.799988,337.399994,355.0,339.600006,353.200012,396.200012,382.399994,402.200012,421.399994,471.5,500.200012,568.599976,560.400024,568.599976,555.200012,569.599976,568.799988,570.0,573.799988,528.400024,580.799988,579.0,648.799988
29.17,29.17,29.575000000000003,29.98,30.4,31.43,33.1,34.77,34.77,34.77,36.0799995,37.389999,37.799999,37.799999,37.1499995,36.5,37.099998,38.200001,37.0,35.200001,34.5,33.900002,33.950001,35.400002,37.099998,37.650002,37.400002,38.299999,38.049999,34.700001,31.85,32.200001,32.200001,31.65,30.0,29.299999,28.4,27.299999,26.75,27.65,27.299999,27.950001,27.4,30.5,30.450001,29.4,30.049999,30.9,33.200001,33.5,32.299999,32.799999,32.599998,33.400002,32.700001,29.950001,28.6,28.325001,29.25,29.75,31.200001,32.297001,32.724998,31.299999,32.849998,32.799999,35.349998,35.200001,37.900002,38.400002,39.0,39.299999,37.5,38.575001,38.700001,37.825001,36.349998,38.400002,40.325001,42.325001,43.599998,42.5,42.299999,43.299999,45.625,45.400002,47.325001,47.974998,47.700001,46.599998,46.5,52.549999,52.299999,53.450001,54.299999,52.0,48.299999,49.950001,49.625,49.700001,51.25,46.16,46.080002,48.599998,48.200001,45.0,43.939999,41.599998,40.18,38.34,38.48,37.360001,38.700001,40.919998,43.98,43.98,44.16,47.82,47.48,50.200001,50.5,53.450001,54.0,52.849998,52.400002,52.200001,51.5,52.599998,52.349998,53.900002,54.549999,54.75,51.049999,52.599998,52.650002,53.700001,54.75,52.25,50.25,49.91,50.099998,50.900002,51.150002,54.0,52.75,55.299999,56.799999,55.599998,55.049999,56.549999,60.049999,59.349998,59.299999,59.099998,60.650002,59.599998,63.900002,65.5,68.650002,66.400002,63.450001,61.950001,62.700001,61.049999,63.25,65.5,66.199997,65.300003,65.800003,66.599998,66.550003,67.949997,70.25,68.699997,67.550003,71.25,70.25,70.400002,72.550003,72.949997,70.449997,74.400002,73.400002,72.900002,72.900002,67.5,73.199997,71.300003,73.25,75.599998,76.349998,74.550003,75.199997,70.099998,71.849998,71.5,73.400002,75.150002,77.699997,78.300003,76.550003,71.75,68.400002,73.050003,72.300003,74.25,76.849998,76.650002,82.650002,83.449997,81.699997,81.349998,81.099998,83.900002,84.25,83.800003,80.419998,75.279999,75.620003,76.980003,74.379997,76.900002,80.699997,81.379997,81.82,85.120003,85.139999,79.800003,86.440002,90.360001,94.980003,98.050003,99.550003,101.059998,105.699997,111.0,108.279999,105.32,103.919998,104.779999,106.379997,98.849998,99.449997,101.900002,103.860001,104.739998,108.099998,108.559998,109.339996,103.099998,101.18,104.260002,100.040001,95.0,105.339996,108.879997,110.699997,116.239998
44.839527,46.939007,50.253971,53.237438,55.0284,57.104897,57.01738,58.209885,58.564365,60.266045,62.232925,63.315811,61.547832,62.54232,59.867367,59.580952,60.332344,57.503574,53.126938,53.789932,55.955708,54.056011,51.093761,53.039425,51.846039,57.238377,58.475964,60.066261,59.492554,57.856285,53.347935,53.835014,51.492439,49.767776,48.796268,44.597317,44.19952,44.021839,44.242836,47.293488,45.126827,47.381001,46.807289,45.525505,45.171024,44.99511,48.264992,49.636063,50.078056,49.459263,47.5578,51.093761,49.68026,48.840469,50.608452,51.756756,51.448242,50.474968,48.264992,50.651768,50.387451,51.492439,49.325779,51.183044,53.879215,53.966728,55.426197,53.745731,58.03397,61.303848,60.861855,61.039536,62.055241,62.408836,64.089302,62.895916,59.713551,58.519279,61.790928,62.100327,64.531296,66.741272,61.745846,62.100327,63.249512,59.977863,61.613247,62.276237,60.861855,60.995338,57.724571,56.354389,56.796383,54.452923,56.8839,54.895805,48.177475,45.481304,44.99511,46.586292,48.398476,49.724461,55.2052,54.408726,51.756756,51.625038,49.945457,46.586292,42.502258,37.72871,38.082306,38.365185,37.569592,38.930939,43.261604,43.38625,45.834019,47.514484,49.282463,50.299053,50.253971,52.818424,50.343254,48.662788,46.409496,46.497009,44.68483,47.160004,49.811974,50.430767,47.072487,48.575272,46.452812,46.055016,44.040401,45.392021,48.619473,45.525505,42.873535,41.538708,44.905827,43.854763,43.500282,47.470284,44.021839,43.571884,44.163277,44.243717,44.597317,46.763092,50.652649,49.724461,50.873646,49.547661,50.69685,50.785248,54.807404,56.265987,59.625153,61.039536,60.995338,59.315758,58.87376,59.978748,61.437332,62.277122,63.337914,62.940117,63.470509,64.929092,66.299278,67.448463,70.984428,70.984428,70.321434,72.796608,79.691734,78.940346,82.653099,81.636513,79.691734,86.144867,84.995674,85.437675,85.305077,81.459717,88.75264,83.71389,79.02874,79.426537,77.746956,76.73037,69.39325,63.337914,61.614132,64.708099,69.746841,70.85183,70.984428,68.42086,67.536865,62.232925,62.100327,65.503685,64.045105,69.304848,65.724686,67.669464,70.100441,70.542435,72.840813,71.514824,73.282806,72.664009,74.431992,72.840813,74.431992,69.976677,68.297096,67.802063,64.495941,66.546799,73.583359,71.055145,74.608788,78.003311,80.407768,74.29055,76.465172,80.478485,84.721642,83.209999,86.099998,89.199997,91.459999,89.010002,86.540001,86.089996,92.059998,91.900002,91.169998,81.25,79.849998,82.260002,83.029999,82.419998,75.470001,78.040001,79.910004,71.489998,82.269997,83.650002,80.529999,78.190002,80.769997,77.959999,78.919998,85.790001
26.333,25.667,28.167,27.933001,28.0,29.299999,30.4,32.887001,34.632999,33.333,31.940001,28.9,29.5,27.466999,25.993,28.667,29.367001,30.667,27.379999,27.167,20.34,21.667,20.799999,20.566999,22.533001,23.667,25.833,24.5,27.5,22.566999,18.200001,18.833,14.567,17.0,18.667,17.200001,15.167,14.633,12.3,13.367,13.833,14.6,16.6,17.867001,17.5,20.033001,21.333,19.799999,20.966999,22.5,22.700001,22.233,21.533001,21.799999,22.033001,21.566999,23.033001,22.632999,23.1,25.233,24.799999,24.5,25.033001,23.632999,25.333,28.733,30.267,31.700001,34.167,32.700001,34.667,38.132999,38.766998,38.099998,41.667,42.833,37.932999,37.333,37.0,39.067001,40.132999,41.033001,43.033001,47.333,46.266998,44.867001,45.299999,48.900002,50.233002,49.0,50.867001,49.867001,51.432999,55.099998,51.799999,51.799999,40.966999,40.533001,37.132999,42.099998,43.299999,37.932999,42.033001,42.900002,32.599998,24.379999,21.08,20.280001,17.0,15.45,17.780001,20.6,23.18,22.58,26.26,28.82,29.280001,28.860001,32.48,34.93,36.200001,36.220001,40.830002,39.849998,38.299999,37.950001,40.650002,39.459999,47.310001,49.080002,54.099998,55.0,51.349998,53.150002,53.049999,55.900002,55.599998,55.049999,51.049999,46.779999,40.950001,50.25,49.209999,47.509998,52.099998,55.549999,56.599998,56.099998,55.349998,51.849998,55.450001,58.549999,56.400002,60.400002,71.449997,71.400002,74.849998,75.349998,74.5,75.099998,85.849998,83.550003,90.599998,88.400002,90.599998,93.050003,92.099998,88.800003,84.150002,87.599998,84.400002,89.300003,94.349998,93.050003,86.650002,87.550003,78.349998,80.949997,90.849998,88.800003,76.550003,84.0,78.300003,83.650002,81.199997,76.050003,83.400002,72.349998,75.699997,84.800003,77.0,72.099998,66.25,63.799999,63.549999,63.799999,58.549999,56.75,58.950001,56.650002,59.200001,63.650002,66.449997,67.449997,76.699997,74.0,79.199997,83.150002,80.800003,79.0,82.150002,85.75,88.5,92.0,84.699997,88.300003,89.32,83.260002,85.760002,94.559998,90.339996,84.120003,87.0,85.699997,80.0,73.699997,64.919998,63.0,68.419998,76.440002,72.620003,74.5,73.739998,82.839996,85.400002,76.800003,73.220001,77.599998,76.160004,76.059998,70.639999,65.400002,53.060001,54.82,55.880001,60.439999,56.5,59.759998,61.700001,57.5,75.480003,80.080002,82.879997,87.580002,90.739998,93.639999,109.650002,113.599998
172.425003,174.167999,174.942993,174.459,172.425003,158.800003,156.800003,156.0,152.0,164.199997,172.0,165.100006,150.899994,144.0,125.0,124.599998,135.5,129.5,131.5,119.5,116.0,113.25,117.75,118.5,113.75,119.75,130.75,122.75,125.75,112.5,105.5,107.75,99.650002,104.5,105.5,96.349998,93.849998,81.449997,80.900002,86.300003,99.300003,106.25,114.5,107.25,109.5,110.5,116.5,124.75,127.5,131.0,123.75,136.0,132.0,124.0,126.5,122.75,129.0,122.400002,120.0,130.899994,126.599998,122.5,128.199997,143.600006,157.399994,162.199997,175.199997,173.199997,179.800003,192.600006,197.600006,197.300003,202.0,193.899994,194.100006,190.699997,189.699997,202.100006,219.0,226.899994,216.199997,217.699997,216.5,218.5,233.699997,217.399994,215.0,228.199997,224.800003,217.399994,214.600006,210.0,211.100006,197.600006,215.5,195.600006,195.800003,204.899994,186.899994,172.800003,179.699997,184.0,194.300003,186.0,174.5,176.800003,170.0,162.5,163.399994,133.0,156.199997,144.5,145.600006,147.699997,168.5,168.300003,167.5,164.699997,164.300003,177.899994,178.5,179.399994,171.0,170.100006,158.699997,149.100006,135.5,138.0,134.199997,144.5,137.800003,137.0,143.600006,140.100006,131.199997,140.300003,150.0,140.699997,141.600006,141.100006,147.100006,144.699997,145.0,159.199997,155.800003,157.5,157.100006,165.800003,151.600006,163.600006,173.300003,173.800003,175.699997,179.100006,182.399994,184.0,201.399994,214.699997,221.0,232.399994,239.100006,235.0,228.0,232.100006,243.899994,251.199997,252.699997,249.199997,249.300003,271.399994,265.0,258.0,263.5,264.5,264.700012,267.700012,283.100006,283.700012,289.399994,269.899994,248.600006,258.799988,268.100006,269.399994,276.200012,262.0,279.100006,264.0,257.0,268.299988,275.5,276.399994,263.899994,257.0,236.699997,242.5,260.899994,256.100006,247.5,239.800003,241.0,227.5,226.699997,232.600006,233.0,244.699997,255.800003,260.299988,265.799988,244.199997,244.899994,243.5,247.199997,230.5,248.199997,246.5,229.449997,219.300003,219.100006,220.850006,211.050003,220.550003,243.050003,240.800003,237.75,245.100006,259.100006,243.399994,263.950012,277.299988,273.200012,268.600006,263.100006,274.649994,266.649994,270.600006,290.450012,296.799988,308.200012,314.0,324.299988,309.700012,314.049988,335.450012,332.700012,328.350006,316.100006,315.700012,315.149994,294.75,299.049988,309.0,307.149994,297.950012,305.450012,297.600006,312.700012,345.299988
